index,id,country_id,season,date,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
101,2970,1729,2011/2012,2011-12-31 00:00:00,8559,8602,1,1
102,2971,1729,2011/2012,2011-12-31 00:00:00,8455,10252,1,3
103,2972,1729,2011/2012,2011-12-30 00:00:00,8650,10261,3,1
104,2973,1729,2011/2012,2011-12-31 00:00:00,10260,8655,2,3
105,2974,1729,2011/2012,2011-12-31 00:00:00,9850,9879,1,1
106,2975,1729,2011/2012,2011-12-31 00:00:00,10194,8528,2,2
107,2976,1729,2011/2012,2012-01-01 00:00:00,8472,8456,1,0
108,2977,1729,2011/2012,2011-12-31 00:00:00,10003,8586,1,1
109,2978,1729,2011/2012,2012-01-01 00:00:00,8659,8668,0,1
110,2979,1729,2011/2012,2011-08-20 00:00:00,9825,8650,0,2
111,2980,1729,2011/2012,2011-08-20 00:00:00,10252,8655,3,1
112,2981,1729,2011/2012,2011-08-21 00:00:00,8559,8456,2,3
113,2982,1729,2011/2012,2011-08-20 00:00:00,8455,8659,2,1
114,2983,1729,2011/2012,2011-08-20 00:00:00,8668,10172,0,1
115,2984,1729,2011/2012,2011-08-22 00:00:00,10260,8586,3,0
116,2985,1729,2011/2012,2011-08-21 00:00:00,9850,10194,1,1
117,2986,1729,2011/2012,2011-08-20 00:00:00,8472,10261,0,1
118,2987,1729,2011/2012,2011-08-20 00:00:00,10003,8528,0,0
119,2988,1729,2011/2012,2011-08-21 00:00:00,8602,9879,2,0
120,2989,1729,2011/2012,2012-01-02 00:00:00,10252,10003,0,2
121,2990,1729,2011/2012,2012-01-02 00:00:00,8655,10194,1,2
122,2991,1729,2011/2012,2012-01-04 00:00:00,8668,8559,1,2
123,2992,1729,2011/2012,2012-01-02 00:00:00,9879,9825,2,1
124,2993,1729,2011/2012,2012-01-03 00:00:00,8456,8650,3,0
125,2994,1729,2011/2012,2012-01-04 00:00:00,10261,10260,3,0
126,2995,1729,2011/2012,2012-01-02 00:00:00,10172,9850,1,2
127,2996,1729,2011/2012,2012-01-03 00:00:00,8586,8659,1,0
128,2997,1729,2011/2012,2012-01-03 00:00:00,8528,8472,1,4
129,2998,1729,2011/2012,2012-01-02 00:00:00,8602,8455,1,2
130,2999,1729,2011/2012,2012-01-14 00:00:00,10252,8668,1,1
131,3000,1729,2011/2012,2012-01-14 00:00:00,8655,9879,3,1
132,3001,1729,2011/2012,2012-01-14 00:00:00,8455,8472,1,0
133,3002,1729,2011/2012,2012-01-14 00:00:00,8650,10194,0,0
134,3003,1729,2011/2012,2012-01-14 00:00:00,10260,8559,3,0
135,3004,1729,2011/2012,2012-01-15 00:00:00,10261,10172,1,0
136,3005,1729,2011/2012,2012-01-15 00:00:00,10003,9825,3,2
137,3006,1729,2011/2012,2012-01-14 00:00:00,8586,8602,1,1
138,3007,1729,2011/2012,2012-01-14 00:00:00,8659,9850,1,2
139,3008,1729,2011/2012,2012-01-16 00:00:00,8528,8456,0,1
140,3009,1729,2011/2012,2012-01-22 00:00:00,9825,10260,1,2
141,3010,1729,2011/2012,2012-01-21 00:00:00,8559,8650,3,1
142,3011,1729,2011/2012,2012-01-21 00:00:00,8668,8655,1,1
143,3012,1729,2011/2012,2012-01-21 00:00:00,9879,10261,5,2
144,3013,1729,2011/2012,2012-01-22 00:00:00,8456,8586,3,2
145,3014,1729,2011/2012,2012-01-21 00:00:00,9850,8455,0,0
146,3015,1729,2011/2012,2012-01-21 00:00:00,10172,8528,3,1
147,3016,1729,2011/2012,2012-01-21 00:00:00,10194,8659,1,2
148,3017,1729,2011/2012,2012-01-21 00:00:00,8472,10003,2,0
149,3018,1729,2011/2012,2012-01-21 00:00:00,8602,10252,2,3
150,3019,1729,2011/2012,2012-02-01 00:00:00,8559,9825,0,0
151,3020,1729,2011/2012,2012-01-31 00:00:00,10260,10194,2,0
152,3021,1729,2011/2012,2012-02-01 00:00:00,8472,9850,3,0
153,3022,1729,2011/2012,2012-01-31 00:00:00,10003,8455,1,1
154,3023,1729,2011/2012,2012-01-31 00:00:00,8586,8528,3,1
155,3024,1729,2011/2012,2012-01-31 00:00:00,8602,8650,0,3
156,3025,1729,2011/2012,2012-02-01 00:00:00,10252,10172,2,2
157,3026,1729,2011/2012,2012-02-01 00:00:00,8655,10261,0,2
158,3027,1729,2011/2012,2012-01-31 00:00:00,8668,8456,1,0
159,3028,1729,2011/2012,2012-02-01 00:00:00,9879,8659,1,1
160,3029,1729,2011/2012,2012-02-04 00:00:00,9825,8655,7,1
161,3030,1729,2011/2012,2012-02-05 00:00:00,8455,10260,3,3
162,3031,1729,2011/2012,2012-02-06 00:00:00,8650,8586,0,0
163,3032,1729,2011/2012,2012-02-04 00:00:00,8456,9879,3,0
164,3033,1729,2011/2012,2012-02-05 00:00:00,10261,10252,2,1
165,3034,1729,2011/2012,2012-02-04 00:00:00,9850,8559,2,0
166,3035,1729,2011/2012,2012-02-04 00:00:00,10172,8602,1,2
167,3036,1729,2011/2012,2012-02-04 00:00:00,10194,8472,0,1
168,3037,1729,2011/2012,2012-02-04 00:00:00,8659,10003,1,2
169,3038,1729,2011/2012,2012-02-04 00:00:00,8528,8668,1,1
170,3039,1729,2011/2012,2012-02-12 00:00:00,10252,8456,0,1
171,3040,1729,2011/2012,2012-02-11 00:00:00,8655,10172,3,2
172,3041,1729,2011/2012,2012-02-11 00:00:00,8559,8528,1,2
173,3042,1729,2011/2012,2012-02-11 00:00:00,8668,8455,2,0
174,3043,1729,2011/2012,2012-02-11 00:00:00,9879,10194,2,1
175,3044,1729,2011/2012,2012-02-11 00:00:00,10260,8650,2,1
176,3045,1729,2011/2012,2012-02-11 00:00:00,8472,9825,1,2
177,3046,1729,2011/2012,2012-02-11 00:00:00,10003,9850,2,3
178,3047,1729,2011/2012,2012-02-11 00:00:00,8586,10261,5,0
179,3048,1729,2011/2012,2012-02-12 00:00:00,8602,8659,1,5
180,3049,1729,2011/2012,2012-02-26 00:00:00,9825,8586,5,2
181,3050,1729,2011/2012,2012-02-25 00:00:00,8455,8559,3,0
182,3051,1729,2011/2012,2012-03-13 00:00:00,8650,8668,3,0
183,3052,1729,2011/2012,2012-02-25 00:00:00,8456,8655,3,0
184,3053,1729,2011/2012,2012-02-25 00:00:00,10261,8602,2,2
185,3054,1729,2011/2012,2012-02-26 00:00:00,9850,10260,1,2
186,3055,1729,2011/2012,2012-02-25 00:00:00,10172,9879,0,1
187,3056,1729,2011/2012,2012-02-26 00:00:00,10194,10003,2,0
188,3057,1729,2011/2012,2012-02-25 00:00:00,8659,8472,4,0
189,3058,1729,2011/2012,2012-02-25 00:00:00,8528,10252,0,0
190,3059,1729,2011/2012,2012-03-03 00:00:00,8655,10252,1,1
191,3060,1729,2011/2012,2012-03-04 00:00:00,9879,8602,5,0
192,3061,1729,2011/2012,2012-03-03 00:00:00,8650,9825,1,2
193,3062,1729,2011/2012,2012-03-03 00:00:00,8456,8559,2,0
194,3063,1729,2011/2012,2012-03-04 00:00:00,10261,8472,1,1
195,3064,1729,2011/2012,2012-03-03 00:00:00,10172,8668,1,1
196,3065,1729,2011/2012,2012-03-03 00:00:00,10194,9850,1,0
197,3066,1729,2011/2012,2012-03-04 00:00:00,8586,10260,1,3
198,3067,1729,2011/2012,2012-03-03 00:00:00,8659,8455,1,0
199,3068,1729,2011/2012,2012-03-03 00:00:00,8528,10003,0,2
200,3069,1729,2011/2012,2012-03-12 00:00:00,9825,10261,2,1
201,3070,1729,2011/2012,2012-03-10 00:00:00,10252,9879,1,0
202,3071,1729,2011/2012,2012-03-10 00:00:00,8559,10172,2,1
203,3072,1729,2011/2012,2012-03-10 00:00:00,8455,10194,1,0
204,3073,1729,2011/2012,2012-03-10 00:00:00,8668,8586,1,0
205,3074,1729,2011/2012,2012-03-11 00:00:00,10260,8659,2,0
206,3075,1729,2011/2012,2012-03-11 00:00:00,9850,8528,1,1
207,3076,1729,2011/2012,2012-03-10 00:00:00,8472,8650,1,0
208,3077,1729,2011/2012,2012-03-11 00:00:00,10003,8456,1,0
209,3078,1729,2011/2012,2012-03-10 00:00:00,8602,8655,0,2
210,3079,1729,2011/2012,2012-04-24 00:00:00,10252,8559,1,2
211,3080,1729,2011/2012,2012-03-20 00:00:00,8655,8472,2,0
212,3081,1729,2011/2012,2012-03-21 00:00:00,8668,9825,0,1
213,3082,1729,2011/2012,2012-03-17 00:00:00,9879,10003,0,3
214,3083,1729,2011/2012,2012-03-21 00:00:00,8456,8455,2,1
215,3084,1729,2011/2012,2012-03-18 00:00:00,10261,9850,1,0
216,3085,1729,2011/2012,2012-03-21 00:00:00,10172,8650,3,2
217,3086,1729,2011/2012,2012-03-21 00:00:00,8586,10194,1,1
218,3087,1729,2011/2012,2012-03-17 00:00:00,8528,8659,1,1
219,3088,1729,2011/2012,2012-03-18 00:00:00,8602,10260,0,5
220,3089,1729,2011/2012,2011-08-27 00:00:00,10252,8602,0,0
221,3090,1729,2011/2012,2011-08-27 00:00:00,8655,8668,0,1
222,3091,1729,2011/2012,2011-08-27 00:00:00,8455,9850,3,1
223,3092,1729,2011/2012,2011-08-27 00:00:00,8650,8559,3,1
224,3093,1729,2011/2012,2011-08-28 00:00:00,10260,9825,8,2
225,3094,1729,2011/2012,2011-08-28 00:00:00,10261,9879,2,1
226,3095,1729,2011/2012,2011-08-27 00:00:00,10003,8472,0,0
227,3096,1729,2011/2012,2011-08-28 00:00:00,8586,8456,1,5
228,3097,1729,2011/2012,2011-08-28 00:00:00,8659,10194,0,1
229,3098,1729,2011/2012,2011-08-27 00:00:00,8528,10172,2,0
230,3099,1729,2011/2012,2012-03-24 00:00:00,9825,10252,3,0
231,3100,1729,2011/2012,2012-03-24 00:00:00,8559,8655,2,1
232,3101,1729,2011/2012,2012-03-24 00:00:00,8455,8586,0,0
233,3102,1729,2011/2012,2012-03-24 00:00:00,8650,8528,1,2
234,3103,1729,2011/2012,2012-03-26 00:00:00,10260,9879,1,0
235,3104,1729,2011/2012,2012-03-24 00:00:00,9850,8602,2,1
236,3105,1729,2011/2012,2012-03-24 00:00:00,10194,8456,1,1
237,3106,1729,2011/2012,2012-03-24 00:00:00,8472,10172,3,1
238,3107,1729,2011/2012,2012-03-24 00:00:00,10003,8668,0,2
239,3108,1729,2011/2012,2012-03-25 00:00:00,8659,10261,1,3
240,3109,1729,2011/2012,2012-03-31 00:00:00,10252,8455,2,4
241,3110,1729,2011/2012,2012-04-02 00:00:00,8655,10260,0,2
242,3111,1729,2011/2012,2012-03-31 00:00:00,8668,8659,2,0
243,3112,1729,2011/2012,2012-03-31 00:00:00,9879,9850,2,1
244,3113,1729,2011/2012,2012-03-31 00:00:00,8456,8472,3,3
245,3114,1729,2011/2012,2012-04-01 00:00:00,10261,8650,2,0
246,3115,1729,2011/2012,2012-03-31 00:00:00,10172,9825,2,1
247,3116,1729,2011/2012,2012-04-01 00:00:00,8586,10003,3,1
248,3117,1729,2011/2012,2012-03-31 00:00:00,8528,10194,2,0
249,3118,1729,2011/2012,2012-03-31 00:00:00,8602,8559,2,3
250,3119,1729,2011/2012,2012-04-08 00:00:00,9825,8456,1,0
251,3120,1729,2011/2012,2012-04-07 00:00:00,8559,9879,0,3
252,3121,1729,2011/2012,2012-04-07 00:00:00,8455,8528,2,1
253,3122,1729,2011/2012,2012-04-07 00:00:00,8650,10252,1,1
254,3123,1729,2011/2012,2012-04-08 00:00:00,10260,10172,2,0
255,3124,1729,2011/2012,2012-04-07 00:00:00,9850,8668,2,2
256,3125,1729,2011/2012,2012-04-07 00:00:00,10194,8602,2,1
257,3126,1729,2011/2012,2012-04-07 00:00:00,8472,8586,0,0
258,3127,1729,2011/2012,2012-04-06 00:00:00,10003,10261,0,2
259,3128,1729,2011/2012,2012-04-07 00:00:00,8659,8655,3,0
260,3129,1729,2011/2012,2012-04-09 00:00:00,10252,10194,1,1
261,3130,1729,2011/2012,2012-04-10 00:00:00,8655,8650,2,3
262,3131,1729,2011/2012,2012-04-09 00:00:00,8668,8472,4,0
263,3132,1729,2011/2012,2012-04-09 00:00:00,9879,8455,1,1
264,3133,1729,2011/2012,2012-04-11 00:00:00,8456,8659,4,0
265,3134,1729,2011/2012,2012-04-09 00:00:00,10261,8559,2,0
266,3135,1729,2011/2012,2012-04-11 00:00:00,10172,10003,3,0
267,3136,1729,2011/2012,2012-04-09 00:00:00,8586,9850,1,2
268,3137,1729,2011/2012,2012-04-11 00:00:00,8528,10260,1,0
269,3138,1729,2011/2012,2012-04-11 00:00:00,8602,9825,0,3
270,3139,1729,2011/2012,2012-04-16 00:00:00,9825,8528,1,2
271,3140,1729,2011/2012,2012-05-02 00:00:00,8559,8586,1,4
272,3141,1729,2011/2012,2012-05-02 00:00:00,8455,10261,0,2
273,3142,1729,2011/2012,2012-05-01 00:00:00,8650,9879,0,1
274,3143,1729,2011/2012,2012-04-15 00:00:00,10260,10252,4,0
275,3144,1729,2011/2012,2012-04-14 00:00:00,9850,8456,1,6
276,3145,1729,2011/2012,2012-05-01 00:00:00,10194,8668,1,1
277,3146,1729,2011/2012,2012-04-14 00:00:00,8472,8602,0,0
278,3147,1729,2011/2012,2012-04-14 00:00:00,10003,8655,3,0
279,3148,1729,2011/2012,2012-04-14 00:00:00,8659,10172,1,0
280,3149,1729,2011/2012,2012-04-21 00:00:00,9825,8455,0,0
281,3150,1729,2011/2012,2012-04-21 00:00:00,10252,8472,0,0
282,3151,1729,2011/2012,2012-04-21 00:00:00,8655,9850,2,0
283,3152,1729,2011/2012,2012-04-21 00:00:00,8559,10003,1,1
284,3153,1729,2011/2012,2012-04-21 00:00:00,9879,8528,2,1
285,3154,1729,2011/2012,2012-04-22 00:00:00,8650,8659,0,1
286,3155,1729,2011/2012,2012-04-22 00:00:00,10260,8668,4,4
287,3156,1729,2011/2012,2012-04-21 00:00:00,10261,10194,3,0
288,3157,1729,2011/2012,2012-04-21 00:00:00,10172,8586,1,0
289,3158,1729,2011/2012,2012-04-22 00:00:00,8602,8456,0,2
290,3159,1729,2011/2012,2012-04-29 00:00:00,8455,10172,6,1
291,3160,1729,2011/2012,2012-04-28 00:00:00,8668,9879,4,0
292,3161,1729,2011/2012,2012-04-30 00:00:00,8456,10260,1,0
293,3162,1729,2011/2012,2012-04-28 00:00:00,9850,8650,0,3
294,3163,1729,2011/2012,2012-04-28 00:00:00,10194,9825,1,1
295,3164,1729,2011/2012,2012-04-28 00:00:00,8472,8559,2,2
296,3165,1729,2011/2012,2012-04-28 00:00:00,10003,8602,4,4
297,3166,1729,2011/2012,2012-04-29 00:00:00,8586,8655,2,0
298,3167,1729,2011/2012,2012-04-28 00:00:00,8659,10252,0,0
299,3168,1729,2011/2012,2012-04-28 00:00:00,8528,10261,4,0
300,3169,1729,2011/2012,2012-05-05 00:00:00,9825,9850,3,3
301,3170,1729,2011/2012,2012-05-06 00:00:00,10252,8586,1,1
302,3171,1729,2011/2012,2012-05-07 00:00:00,8655,8528,0,1
303,3172,1729,2011/2012,2012-05-06 00:00:00,8559,8659,2,2
304,3173,1729,2011/2012,2012-05-06 00:00:00,9879,8472,2,1
305,3174,1729,2011/2012,2012-05-08 00:00:00,8650,8455,4,1
306,3175,1729,2011/2012,2012-05-06 00:00:00,10260,10003,2,0
307,3176,1729,2011/2012,2012-05-06 00:00:00,10261,8456,0,2
308,3177,1729,2011/2012,2012-05-06 00:00:00,10172,10194,1,0
309,3178,1729,2011/2012,2012-05-06 00:00:00,8602,8668,0,0
310,3179,1729,2011/2012,2012-05-13 00:00:00,8455,8655,2,1
311,3180,1729,2011/2012,2012-05-13 00:00:00,8668,10261,3,1
312,3181,1729,2011/2012,2012-05-13 00:00:00,8456,10172,3,2
313,3182,1729,2011/2012,2012-05-13 00:00:00,9850,10252,2,0
314,3183,1729,2011/2012,2012-05-13 00:00:00,10194,8559,2,2
315,3184,1729,2011/2012,2012-05-13 00:00:00,8472,10260,0,1
316,3185,1729,2011/2012,2012-05-13 00:00:00,10003,8650,1,0
317,3186,1729,2011/2012,2012-05-13 00:00:00,8586,9879,2,0
318,3187,1729,2011/2012,2012-05-13 00:00:00,8659,9825,2,3
319,3188,1729,2011/2012,2012-05-13 00:00:00,8528,8602,3,2
320,3189,1729,2011/2012,2011-09-10 00:00:00,9825,10003,1,0
321,3190,1729,2011/2012,2011-09-10 00:00:00,8559,10260,0,5
322,3191,1729,2011/2012,2011-09-10 00:00:00,8668,10252,2,2
323,3192,1729,2011/2012,2011-09-11 00:00:00,9879,8655,1,1
324,3193,1729,2011/2012,2011-09-10 00:00:00,8456,8528,3,0
325,3194,1729,2011/2012,2011-09-11 00:00:00,9850,8659,0,1
326,3195,1729,2011/2012,2011-09-12 00:00:00,10172,10261,0,0
327,3196,1729,2011/2012,2011-09-10 00:00:00,10194,8650,1,0
328,3197,1729,2011/2012,2011-09-10 00:00:00,8472,8455,1,2
329,3198,1729,2011/2012,2011-09-10 00:00:00,8602,8586,0,2
330,3199,1729,2011/2012,2011-09-17 00:00:00,10252,10261,1,1
331,3200,1729,2011/2012,2011-09-17 00:00:00,8655,9825,4,3
332,3201,1729,2011/2012,2011-09-17 00:00:00,8559,9850,1,2
333,3202,1729,2011/2012,2011-09-17 00:00:00,8668,8528,3,1
334,3203,1729,2011/2012,2011-09-18 00:00:00,9879,8456,2,2
335,3204,1729,2011/2012,2011-09-18 00:00:00,10260,8455,3,1
336,3205,1729,2011/2012,2011-09-18 00:00:00,8472,10194,4,0
337,3206,1729,2011/2012,2011-09-17 00:00:00,10003,8659,3,0
338,3207,1729,2011/2012,2011-09-18 00:00:00,8586,8650,4,0
339,3208,1729,2011/2012,2011-09-17 00:00:00,8602,10172,0,3
340,3209,1729,2011/2012,2011-09-24 00:00:00,9825,8559,3,0
341,3210,1729,2011/2012,2011-09-24 00:00:00,8455,10003,4,1
342,3211,1729,2011/2012,2011-09-24 00:00:00,8650,8602,2,1
343,3212,1729,2011/2012,2011-09-24 00:00:00,8456,8668,2,0
344,3213,1729,2011/2012,2011-09-24 00:00:00,10261,8655,3,1
345,3214,1729,2011/2012,2011-09-26 00:00:00,9850,8472,2,1
346,3215,1729,2011/2012,2011-09-25 00:00:00,10172,10252,1,1
347,3216,1729,2011/2012,2011-09-24 00:00:00,10194,10260,1,1
348,3217,1729,2011/2012,2011-09-24 00:00:00,8659,9879,0,0
349,3218,1729,2011/2012,2011-09-24 00:00:00,8528,8586,1,2
350,3219,1729,2011/2012,2011-10-01 00:00:00,10252,8528,2,0
351,3220,1729,2011/2012,2011-10-01 00:00:00,8655,8456,0,4
352,3221,1729,2011/2012,2011-10-02 00:00:00,8559,8455,1,5
353,3222,1729,2011/2012,2011-10-01 00:00:00,8668,8650,0,2
354,3223,1729,2011/2012,2011-10-02 00:00:00,9879,10172,6,0
355,3224,1729,2011/2012,2011-10-01 00:00:00,10260,9850,2,0
356,3225,1729,2011/2012,2011-10-01 00:00:00,8472,8659,2,2
357,3226,1729,2011/2012,2011-10-02 00:00:00,10003,10194,2,0
358,3227,1729,2011/2012,2011-10-02 00:00:00,8586,9825,2,1
359,3228,1729,2011/2012,2011-10-01 00:00:00,8602,10261,1,2
360,3229,1729,2011/2012,2011-10-16 00:00:00,9825,8472,2,1
361,3230,1729,2011/2012,2011-10-15 00:00:00,8455,8668,3,1
362,3231,1729,2011/2012,2011-10-15 00:00:00,8650,10260,1,1
363,3232,1729,2011/2012,2011-10-15 00:00:00,8456,10252,4,1
364,3233,1729,2011/2012,2011-10-16 00:00:00,10261,8586,2,2
365,3234,1729,2011/2012,2011-10-15 00:00:00,9850,10003,3,1
366,3235,1729,2011/2012,2011-10-15 00:00:00,10172,8655,1,1
367,3236,1729,2011/2012,2011-10-15 00:00:00,10194,9879,2,0
368,3237,1729,2011/2012,2011-10-16 00:00:00,8659,8602,2,0
369,3238,1729,2011/2012,2011-10-15 00:00:00,8528,8559,1,3
370,3239,1729,2011/2012,2011-10-23 00:00:00,9825,10194,3,1
371,3240,1729,2011/2012,2011-10-22 00:00:00,10252,8659,1,2
372,3241,1729,2011/2012,2011-10-23 00:00:00,8655,8586,1,2
373,3242,1729,2011/2012,2011-10-22 00:00:00,8559,8472,0,2
374,3243,1729,2011/2012,2011-10-23 00:00:00,9879,8668,1,3
375,3244,1729,2011/2012,2011-10-22 00:00:00,8650,9850,1,1
